billid,customerid,monthid,billedamount
99270,711,201712,2237
99271,734,201712,19124
99272,59,201712,13978
99273,191,201712,6719
99274,758,201712,30
99275,453,201712,5536
99276,798,201712,1575
99277,519,201712,11878
99278,900,201712,12175
99279,989,201712,19098
99280,470,201712,18138
99281,652,201712,4157
99282,841,201712,17592
99283,177,201712,12718
99284,537,201712,8616
99285,817,201712,2601
99286,445,201712,17496
99287,649,201712,3545
99288,410,201712,12334
99289,156,201712,19763
99290,767,201712,10249
99291,707,201712,9434
99292,269,201712,5948
99293,364,201712,3165
99294,726,201712,7125
99295,797,201712,10626
99296,306,201712,19997
99297,513,201712,2378
99298,178,201712,10386
99299,284,201712,2173
99300,494,201712,14207
99301,32,201712,3032
99302,866,201712,2572
99303,56,201712,12463
99304,908,201712,2220
99305,929,201712,14089
99306,296,201712,10055
99307,514,201712,4518
99308,472,201712,4969
99309,15,201712,16318
99310,675,201712,9667
99311,616,201712,11137
99312,892,201712,2873
99313,384,201712,10936
99314,742,201712,12550
99315,428,201712,2856
99316,13,201712,6453
99317,161,201712,18953
99318,46,201712,6608
99319,894,201712,15225
99320,70,201712,19766
99321,909,201712,7380
99322,831,201712,1362
99323,923,201712,1324
99324,755,201712,9923
99325,855,201712,12755
99326,29,201712,4033
99327,383,201712,17454
99328,167,201712,11695
99329,566,201712,16294
99330,540,201712,12612
99331,449,201712,11451
99332,951,201712,542
99333,683,201712,1712
99334,96,201712,16781
99335,473,201712,11097
99336,635,201712,7764
99337,347,201712,13030
99338,654,201712,2668
99339,140,201712,10738
99340,12,201712,19952
99341,800,201712,13882
99342,567,201712,19174
99343,913,201712,10269
99344,974,201712,12611
99345,351,201712,7757
99346,463,201712,14030
99347,241,201712,19387
99348,26,201712,6937
99349,417,201712,668
99350,350,201712,9967
99351,119,201712,9245
99352,930,201712,16169
99353,990,201712,2963
99354,671,201712,2441
99355,712,201712,17566
99356,590,201712,11428
99357,580,201712,4194
99358,740,201712,14379
99359,321,201712,16835
99360,568,201712,7992
99361,6,201712,5342
99362,523,201712,7424
99363,19,201712,14862
99364,576,201712,10188
99365,91,201712,9621
99366,297,201712,103
99367,495,201712,19042
99368,572,201712,1816
99369,539,201712,14726
99370,653,201712,12929
99371,400,201712,19598
99372,114,201712,17255
99373,312,201712,8327
99374,708,201712,8991
99375,871,201712,15340
99376,993,201712,7077
99377,434,201712,1252
99378,418,201712,5038
99379,659,201712,2802
99380,672,201712,19201
99381,353,201712,12036
99382,27,201712,3770
99383,780,201712,9352
99384,295,201712,11180
99385,7,201712,16052
99386,102,201712,1568
99387,955,201712,11305
99388,681,201712,13108
99389,255,201712,1641
99390,886,201712,2714
99391,222,201712,6703
99392,331,201712,671
99393,682,201712,9117
99394,622,201712,325
99395,213,201712,18978
99396,518,201712,9250
99397,816,201712,12234
99398,773,201712,18435
99399,61,201712,3492
99400,631,201712,1652
99401,147,201712,9452
99402,628,201712,1477
99403,904,201712,3084
99404,143,201712,9824
99405,227,201712,11531
99406,235,201712,8980
99407,454,201712,5278
99408,721,201712,11703
99409,209,201712,4887
99410,603,201712,3076
99411,345,201712,3960
99412,198,201712,5156
99413,245,201712,3604
99414,448,201712,7330
99415,756,201712,4898
99416,246,201712,13554
99417,848,201712,16229
99418,363,201712,16436
99419,959,201712,15138
99420,212,201712,10230
99421,77,201712,4467
99422,118,201712,3736
99423,109,201712,18422
99424,507,201712,18182
99425,286,201712,18562
99426,206,201712,5090
99427,980,201712,6125
99428,370,201712,7365
99429,264,201712,16807
99430,584,201712,4858
99431,283,201712,1573
99432,812,201712,9505
99433,694,201712,2952
99434,21,201712,15729
99435,970,201712,11400
99436,893,201712,18462
99437,587,201712,17636
99438,823,201712,19166
99439,398,201712,11925
99440,890,201712,4045
99441,483,201712,9144
99442,521,201712,14129
99443,101,201712,6471
99444,528,201712,14078
99445,858,201712,16658
99446,450,201712,11178
99447,633,201712,15665
99448,927,201712,17982
99449,942,201712,10633
99450,319,201712,15458
99451,169,201712,15495
99452,609,201712,5259
99453,204,201712,15161
99454,901,201712,3750
99455,115,201712,8878
99456,869,201712,2645
99457,926,201712,15196
99458,253,201712,12245
99459,500,201712,17682
99460,128,201712,4119
99461,335,201712,3704
99462,261,201712,15676
99463,861,201712,7845
99464,438,201712,4167
99465,300,201712,10802
99466,358,201712,9911
99467,459,201712,3744
99468,695,201712,19833
99469,531,201712,13068
99470,641,201712,4064
99471,783,201712,9463
99472,308,201712,12044
99473,249,201712,18800
99474,219,201712,7299
99475,18,201712,1384
99476,484,201712,16055
99477,553,201712,15775
99478,843,201712,17420
99479,946,201712,14758
99480,421,201712,1588
99481,371,201712,2625
99482,25,201712,19810
99483,746,201712,12616
99484,547,201712,131
99485,776,201712,17233
99486,502,201712,17804
99487,290,201712,838
99488,733,201712,4012
99489,40,201712,14496
99490,995,201712,1718
99491,488,201712,4120
99492,759,201712,5339
99493,960,201712,13103
99494,788,201712,19077
99495,973,201712,10761
99496,749,201712,2456
99497,37,201712,6450
99498,201,201712,11445
99499,554,201712,3318
99500,827,201712,10173
99501,103,201712,11696
99502,481,201712,17359
99503,288,201712,6792
99504,136,201712,17731
99505,917,201712,18398
99506,151,201712,14407
99507,956,201712,8168
99508,124,201712,13051
99509,977,201712,7453
99510,291,201712,4014
99511,771,201712,18905
99512,994,201712,17111
99513,1000,201712,4335
99514,516,201712,5989
99515,301,201712,13208
99516,692,201712,15577
99517,182,201712,7790
99518,342,201712,18086
99519,702,201712,11080
99520,79,201712,1875
99521,456,201712,18394
99522,176,201712,19373
99523,71,201712,12063
99524,270,201712,16589
99525,905,201712,1891
99526,413,201712,8966
99527,822,201712,5812
99528,4,201712,375
99529,999,201712,15290
99530,389,201712,6264
99531,194,201712,7268
99532,883,201712,13479
99533,546,201712,9341
99534,440,201712,15154
99535,920,201712,5784
99536,750,201712,14944
99537,873,201712,19409
99538,277,201712,8077
99539,375,201712,15869
99540,272,201712,7938
99541,104,201712,1279
99542,482,201712,4898
99543,728,201712,1438
99544,807,201712,16011
99545,794,201712,8398
99546,663,201712,7641
99547,693,201712,9902
99548,877,201712,13682
99549,997,201712,12016
99550,634,201712,16195
99551,352,201712,2778
99552,346,201712,11502
99553,737,201712,13842
99554,792,201712,5424
99555,395,201712,15013
99556,489,201712,11011
99557,431,201712,7798
99558,215,201712,2614
99559,986,201712,11336
99560,644,201712,16611
99561,981,201712,14617
99562,801,201712,1095
99563,627,201712,17075
99564,555,201712,4134
99565,835,201712,6906
99566,845,201712,7358
99567,764,201712,8794
99568,620,201712,5303
99569,701,201712,12037
99570,359,201712,13124
99571,337,201712,1405
99572,805,201712,10665
99573,97,201712,15047
99574,700,201712,15519
99575,372,201712,12753
99576,108,201712,7405
99577,664,201712,7394
99578,891,201712,10267
99579,936,201712,16255
99580,316,201712,15669
99581,697,201712,12760
99582,57,201712,2044
99583,884,201712,3670
99584,432,201712,2942
99585,642,201712,11675
99586,574,201712,15394
99587,747,201712,13891
99588,785,201712,1607
99589,769,201712,15297
99590,998,201712,11988
99591,458,201712,4105
99592,41,201712,6079
99593,777,201712,19210
99594,485,201712,8399
99595,585,201712,3141
99596,3,201712,3698
99597,551,201712,7986
99598,396,201712,7559
99599,121,201712,8240
99600,211,201712,2227
99601,289,201712,2698
99602,228,201712,10501
99603,586,201712,10162
99604,63,201712,6469
99605,716,201712,15018
99606,66,201712,4097
99607,159,201712,5712
99608,600,201712,11766
99609,336,201712,16658
99610,326,201712,11981
99611,611,201712,5078
99612,765,201712,17495
99613,49,201712,18834
99614,111,201712,290
99615,225,201712,19932
99616,216,201712,5530
99617,793,201712,8737
99618,851,201712,5248
99619,910,201712,2281
99620,202,201712,9679
99621,698,201712,12184
99622,595,201712,711
99623,806,201712,11414
99624,348,201712,16904
99625,155,201712,19818
99626,89,201712,1932
99627,263,201712,4028
99628,550,201712,6878
99629,825,201712,12460
99630,93,201712,19736
99631,467,201712,11000
99632,738,201712,2608
99633,403,201712,206
99634,415,201712,4001
99635,82,201712,14274
99636,784,201712,19468
99637,549,201712,4322
99638,781,201712,19601
99639,967,201712,18425
99640,987,201712,1229
99641,919,201712,85
99642,859,201712,17753
99643,486,201712,11111
99644,748,201712,7230
99645,512,201712,16330
99646,530,201712,15164
99647,414,201712,18164
99648,238,201712,3344
99649,125,201712,11409
99650,943,201712,14554
99651,141,201712,1135
99652,248,201712,9785
99653,304,201712,49
99654,451,201712,8286
99655,731,201712,8569
99656,824,201712,16904
99657,174,201712,13605
99658,20,201712,18708
99659,397,201712,10548
99660,906,201712,4519
99661,965,201712,14702
99662,163,201712,783
99663,717,201712,13098
99664,131,201712,14790
99665,203,201712,8625
99666,665,201712,18343
99667,643,201712,17726
99668,145,201712,10447
99669,188,201712,15801
99670,149,201712,13209
99671,897,201712,9112
99672,656,201712,10744
99673,896,201712,4190
99674,135,201712,8106
99675,860,201712,434
99676,552,201712,4134
99677,195,201712,9069
99678,341,201712,9973
99679,2,201712,12894
99680,957,201712,1504
99681,94,201712,5173
99682,918,201712,17912
99683,548,201712,6713
99684,487,201712,3266
99685,610,201712,18681
99686,874,201712,2429
99687,439,201712,11486
99688,142,201712,11336
99689,939,201712,8282
99690,22,201712,19409
99691,323,201712,8200
99692,786,201712,3019
99693,373,201712,17409
99694,826,201712,13308
99695,952,201712,3518
99696,262,201712,2649
99697,30,201712,12037
99698,836,201712,3954
99699,501,201712,1025
99700,457,201712,12148
99701,120,201712,7660
99702,811,201712,7541
99703,374,201712,9962
99704,139,201712,7471
99705,612,201712,8995
99706,150,201712,7817
99707,76,201712,10680
99708,996,201712,4751
99709,699,201712,14860
99710,157,201712,523
99711,715,201712,3195
99712,14,201712,7710
99713,466,201712,18253
99714,55,201712,15481
99715,1,201712,11638
99716,696,201712,9949
99717,529,201712,6192
99718,181,201712,11092
99719,676,201712,5953
99720,666,201712,16126
99721,556,201712,3692
99722,829,201712,14563
99723,233,201712,1687
99724,407,201712,17706
99725,53,201712,5216
99726,379,201712,7968
99727,11,201712,3553
99728,744,201712,12457
99729,338,201712,4419
99730,606,201712,8611
99731,972,201712,3980
99732,307,201712,3948
99733,963,201712,5456
99734,651,201712,1823
99735,217,201712,5218
99736,504,201712,2381
99737,561,201712,9072
99738,888,201712,12748
99739,146,201712,5928
99740,940,201712,9126
99741,492,201712,11074
99742,16,201712,18028
99743,525,201712,7165
99744,533,201712,608
99745,58,201712,13871
99746,86,201712,19486
99747,427,201712,17510
99748,719,201712,6262
99749,116,201712,6571
99750,170,201712,18661
99751,976,201712,18533
99752,220,201712,8810
99753,158,201712,6483
99754,688,201712,11881
99755,820,201712,12517
99756,478,201712,3529
99757,299,201712,10474
99758,412,201712,18519
99759,752,201712,17030
99760,105,201712,4608
99761,190,201712,15718
99762,130,201712,19086
99763,808,201712,563
99764,907,201712,193
99765,24,201712,8416
99766,247,201712,14379
99767,402,201712,18136
99768,935,201712,9025
99769,573,201712,13621
99770,28,201712,14195
99771,309,201712,8001
99772,689,201712,18227
99773,419,201712,14816
99774,626,201712,4054
99775,318,201712,14590
99776,560,201712,12279
99777,736,201712,13841
99778,165,201712,19856
99779,38,201712,18919
99780,646,201712,3544
99781,763,201712,5958
99782,85,201712,12777
99783,54,201712,10944
99784,343,201712,4673
99785,349,201712,5654
99786,110,201712,19229
99787,378,201712,5460
99788,287,201712,19811
99789,9,201712,16584
99790,292,201712,9657
99791,422,201712,2993
99792,575,201712,16685
99793,544,201712,5825
99794,499,201712,1338
99795,614,201712,4198
99796,168,201712,5535
99797,333,201712,13974
99798,83,201712,78
99799,605,201712,6955
99800,443,201712,4616
99801,51,201712,2995
99802,887,201712,19520
99803,404,201712,10020
99804,144,201712,10798
99805,542,201712,11264
99806,819,201712,18603
99807,380,201712,19802
99808,90,201712,9804
99809,621,201712,15587
99810,729,201712,13485
99811,23,201712,8691
99812,199,201712,6683
99813,562,201712,17888
99814,179,201712,8482
99815,594,201712,15694
99816,669,201712,3050
99817,355,201712,10237
99818,8,201712,14572
99819,43,201712,6505
99820,279,201712,5072
99821,782,201712,9388
99822,944,201712,10946
99823,932,201712,441
99824,452,201712,17369
99825,266,201712,14383
99826,791,201712,17287
99827,477,201712,14805
99828,864,201712,11870
99829,732,201712,10063
99830,250,201712,6071
99831,447,201712,13264
99832,922,201712,3934
99833,240,201712,6363
99834,984,201712,15107
99835,958,201712,6933
99836,543,201712,10550
99837,938,201712,16977
99838,723,201712,14562
99839,360,201712,16758
99840,406,201712,4748
99841,520,201712,15348
99842,639,201712,476
99843,152,201712,8321
99844,704,201712,17878
99845,915,201712,15640
99846,65,201712,12609
99847,367,201712,11522
99848,258,201712,19062
99849,436,201712,1321
99850,687,201712,12885
99851,753,201712,1631
99852,928,201712,10783
99853,581,201712,12794
99854,505,201712,17171
99855,856,201712,19174
99856,185,201712,17659
99857,838,201712,6911
99858,661,201712,19575
99859,214,201712,18785
99860,872,201712,4075
99861,320,201712,15909
99862,129,201712,3923
99863,789,201712,6333
99864,948,201712,1033
99865,399,201712,10887
99866,80,201712,10415
99867,491,201712,19538
99868,668,201712,2856
99869,596,201712,14543
99870,850,201712,18466
99871,244,201712,1827
99872,441,201712,1226
99873,608,201712,5533
99874,172,201712,18733
99875,357,201712,10639
99876,265,201712,5808
99877,205,201712,1037
99878,588,201712,17564
99879,34,201712,16936
99880,237,201712,13976
99881,189,201712,6245
99882,532,201712,17298
99883,802,201712,12547
99884,745,201712,11411
99885,461,201712,6440
99886,234,201712,4784
99887,226,201712,10583
99888,751,201712,550
99889,480,201712,11746
99890,503,201712,18446
99891,828,201712,286
99892,239,201712,17488
99893,714,201712,17803
99894,674,201712,834
99895,727,201712,14718
99896,921,201712,8175
99897,667,201712,2532
99898,857,201712,14141
99899,88,201712,12222
99900,557,201712,15975
99901,127,201712,18041
99902,632,201712,15208
99903,511,201712,15385
99904,231,201712,4310
99905,619,201712,13467
99906,376,201712,821
99907,437,201712,19691
99908,878,201712,12230
99909,180,201712,8305
99910,369,201712,7296
99911,837,201712,8952
99912,460,201712,12210
99913,988,201712,6394
99914,36,201712,12507
99915,599,201712,4871
99916,950,201712,19027
99917,862,201712,18454
99918,48,201712,2482
99919,515,201712,7936
99920,979,201712,9517
99921,327,201712,479
99922,662,201712,4445
99923,657,201712,3868
99924,691,201712,901
99925,73,201712,11885
99926,420,201712,2889
99927,74,201712,957
99928,718,201712,10193
99929,224,201712,5284
99930,106,201712,4442
99931,640,201712,14285
99932,134,201712,1380
99933,545,201712,18344
99934,260,201712,16043
99935,87,201712,8871
99936,625,201712,13939
99937,583,201712,19889
99938,72,201712,5383
99939,655,201712,16076
99940,509,201712,12536
99941,526,201712,2949
99942,126,201712,4856
99943,490,201712,2741
99944,44,201712,10677
99945,356,201712,2788
99946,100,201712,8161
99947,795,201712,2523
99948,852,201712,19232
99949,81,201712,6660
99950,112,201712,16252
99951,582,201712,12088
99952,325,201712,15669
99953,690,201712,11331
99954,645,201712,10044
99955,186,201712,16346
99956,162,201712,16630
99957,559,201712,7180
99958,187,201712,13924
99959,607,201712,7587
99960,259,201712,102
99961,863,201712,3606
99962,275,201712,8928
99963,882,201712,11248
99964,148,201712,12927
99965,39,201712,4217
99966,455,201712,247
99967,229,201712,11626
99968,739,201712,16440
99969,334,201712,15420
99970,898,201712,13223
99971,875,201712,12596
99972,703,201712,9366
99973,368,201712,16711
99974,916,201712,13692
99975,778,201712,1121
99976,558,201712,10882
99977,442,201712,11074
99978,394,201712,3153
99979,971,201712,17543
99980,416,201712,7397
99981,200,201712,14757
99982,577,201712,2329
99983,31,201712,2607
99984,962,201712,15160
99985,282,201712,19218
99986,517,201712,17570
99987,945,201712,7284
99988,479,201712,15639
99989,314,201712,13741
99990,775,201712,17865
99991,821,201712,13877
99992,992,201712,13120
99993,527,201712,18129
99994,425,201712,14895
99995,390,201712,16766
99996,613,201712,6351
99997,885,201712,10494
99998,766,201712,16439
99999,902,201712,17132
100000,377,201712,14503
100001,520,20172,13550
100002,115,20172,16161
100003,466,20172,15203
100004,212,20172,5067
100005,982,20172,7863
100006,1000,20172,15096
100007,243,20172,7549
100008,577,20172,14474
100009,233,20172,13388
100010,390,20172,3935
100011,252,20172,18582
100012,811,20172,193
100013,509,20172,8752
100014,578,20172,6891
100015,847,20172,5688
100016,771,20172,4378
100017,733,20172,5088
100018,221,20172,16689
100019,315,20172,15466
100020,599,20172,8204
100021,352,20172,11867
100022,674,20172,18091
100023,81,20172,3424
100024,424,20172,18731
100025,138,20172,12128
100026,652,20172,5458
100027,806,20172,13012
100028,586,20172,938
100029,91,20172,8233
100030,326,20172,15022
100031,397,20172,18270
100032,595,20172,14460
100033,348,20172,9787
100034,128,20172,4433
100035,174,20172,6683
100036,403,20172,3438
100037,248,20172,19011
100038,785,20172,3234
100039,398,20172,13105
100040,277,20172,3839
100041,232,20172,834
100042,142,20172,4452
100043,731,20172,10115
100044,457,20172,6618
100045,301,20172,9855
100046,219,20172,17207
100047,663,20172,13779
100048,117,20172,14308
100049,932,20172,7367
100050,588,20172,1066
100051,657,20172,18620
100052,626,20172,9907
100053,802,20172,13880
100054,905,20172,19983
100055,587,20172,418
100056,769,20172,19018
100057,765,20172,3084
100058,874,20172,19035
100059,843,20172,5299
100060,19,20172,12355
100061,188,20172,10224
100062,327,20172,14589
100063,627,20172,10819
100064,952,20172,7636
100065,97,20172,11199
100066,396,20172,11518
100067,249,20172,6880
100068,585,20172,2815
100069,665,20172,12061
100070,106,20172,17362
100071,784,20172,3183
100072,459,20172,56
100073,304,20172,19325
100074,349,20172,13905
100075,990,20172,3467
100076,967,20172,15461
100077,346,20172,15500
100078,451,20172,15981
100079,906,20172,13037
100080,79,20172,3660
100081,971,20172,12093
100082,458,20172,10247
100083,512,20172,5153
100084,975,20172,3893
100085,664,20172,19115
100086,216,20172,9588
100087,159,20172,19417
100088,805,20172,19940
100089,662,20172,14742
100090,766,20172,10382
100091,891,20172,11979
100092,939,20172,14151
100093,218,20172,2786
100094,767,20172,17342
100095,590,20172,9665
100096,593,20172,4791
100097,400,20172,2607
100098,768,20172,15235
100099,4,20172,680
100100,426,20172,11451
100101,730,20172,4460
100102,904,20172,4526
100103,324,20172,17420
100104,246,20172,13067
100105,427,20172,9896
100106,514,20172,11381
100107,591,20172,12193
100108,303,20172,18005
100109,278,20172,1275
100110,454,20172,1097
100111,453,20172,7456
100112,173,20172,209
100113,876,20172,9246
100114,659,20172,2851
100115,592,20172,10688
100116,803,20172,14150
100117,166,20172,9727
100118,347,20172,12317
100119,26,20172,8136
100120,401,20172,15191
100121,44,20172,11904
100122,584,20172,926
100123,68,20172,1899
100124,804,20172,12863
100125,456,20172,13008
100126,875,20172,6449
100127,877,20172,7848
100128,515,20172,5504
100129,189,20172,2481
100130,729,20172,17756
100131,217,20172,3612
100132,903,20172,18533
100133,658,20172,2768
100134,845,20172,13290
100135,158,20172,1771
100136,325,20172,12912
100137,399,20172,3476
100138,452,20172,6729
100139,942,20172,9518
100140,247,20172,1589
100141,661,20172,14921
100142,589,20172,32
100143,129,20172,4789
100144,455,20172,8634
100145,844,20172,1350
100146,302,20172,6267
100147,594,20172,13662
100148,245,20172,11400
100149,513,20172,19954
100150,660,20172,2510
100151,314,20172,7035
100152,35,20172,7096
100153,402,20172,19512
100154,61,20172,14162
100155,909,20172,8262
100156,516,20172,8708
100157,878,20172,7950
100158,428,20172,2422
100159,8,20172,5918
100160,726,20172,11167
100161,580,20172,2842
100162,449,20172,10703
100163,800,20172,4112
100164,464,20172,13932
100165,156,20172,11292
100166,654,20172,7479
100167,60,20172,18762
100168,313,20172,15660
100169,908,20172,844
100170,518,20172,6711
100171,213,20172,6682
100172,463,20172,8098
100173,671,20172,10975
100174,392,20172,13167
100175,118,20172,676
100176,762,20172,19994
100177,842,20172,16111
100178,172,20172,13195
100179,628,20172,13526
100180,350,20172,19234
100181,17,20172,529
100182,69,20172,5465
100183,809,20172,3601
100184,45,20172,16466
100185,87,20172,16690
100186,16,20172,3240
100187,191,20172,1947
100188,672,20172,9813
100189,510,20172,14904
100190,465,20172,15089
100191,54,20172,17748
100192,351,20172,4190
100193,298,20172,11181
100194,879,20172,12226
100195,673,20172,14374
100196,391,20172,8380
100197,761,20172,19918
100198,624,20172,16898
100199,251,20172,19664
100200,725,20172,17370
100201,629,20172,1444
100202,579,20172,6285
100203,598,20172,214
100204,406,20172,18777
100205,519,20172,11551
100206,276,20172,15979
100207,945,20172,2883
100208,871,20172,7451
100209,653,20172,739
100210,22,20172,776
100211,305,20172,3422
100212,345,20172,1771
100213,448,20172,5482
100214,810,20172,5974
100215,980,20172,12969
100216,425,20172,12287
100217,997,20172,18290
100218,937,20172,12634
100219,405,20172,3735
100220,141,20172,17779
100221,323,20172,14608
100222,328,20172,5798
100223,668,20172,3275
100224,596,20172,16735
100225,907,20172,13643
100226,34,20172,15808
100227,727,20172,5069
100228,244,20172,18563
100229,958,20172,10529
100230,130,20172,12838
100231,890,20172,10471
100232,583,20172,5831
100233,667,20172,12872
100234,517,20172,5023
100235,461,20172,19298
100236,395,20172,6841
100237,873,20172,19478
100238,157,20172,1888
100239,801,20172,17329
100240,190,20172,12284
100241,666,20172,3039
100242,728,20172,12117
100243,123,20172,12248
100244,215,20172,12180
100245,656,20172,13864
100246,764,20172,9791
100247,404,20172,12537
100248,460,20172,12280
100249,300,20172,18142
100250,21,20172,12977
100251,807,20172,11796
100252,582,20172,4027
100253,104,20172,3653
100254,808,20172,15962
100255,655,20172,4938
100256,931,20172,5768
100257,231,20172,2902
100258,393,20172,10833
100259,597,20172,16343
100260,175,20172,3966
100261,670,20172,10428
100262,43,20172,1201
100263,462,20172,9799
100264,872,20172,835
100265,770,20172,14461
100266,581,20172,19332
100267,846,20172,6446
100268,99,20172,3363
100269,902,20172,8781
100270,669,20172,9191
100271,214,20172,1777
100272,53,20172,17781
100273,39,20172,557
100274,394,20172,13448
100275,116,20172,1514
100276,957,20172,8236
100277,299,20172,5730
100278,732,20172,13953
100279,763,20172,9472
100280,625,20172,11816
100281,450,20172,12092
100282,220,20172,8287
100283,279,20172,13538
100284,250,20172,15637
100285,511,20172,13141
100286,901,20172,5195
100287,506,20172,5581
100288,984,20172,6986
100289,897,20172,19521
100290,94,20172,19885
100291,225,20172,9578
100292,150,20172,10645
100293,359,20172,4641
100294,552,20172,12432
100295,316,20172,10987
100296,262,20172,19764
100297,956,20172,14719
100298,108,20172,18553
100299,374,20172,6086
100300,439,20172,1390
100301,748,20172,5976
100302,620,20172,12038
100303,697,20172,3993
100304,551,20172,4932
100305,373,20172,5546
100306,836,20172,3358
100307,336,20172,10883
100308,238,20172,12094
100309,965,20172,1419
100310,82,20172,10292
100311,18,20172,10947
100312,611,20172,11445
100313,643,20172,5086
100314,860,20172,7366
100315,319,20172,3624
100316,25,20172,457
100317,290,20172,2519
100318,484,20172,1828
100319,414,20172,12854
100320,749,20172,6678
100321,918,20172,3862
100322,145,20172,18743
100323,64,20172,5869
100324,93,20172,16356
100325,485,20172,2429
100326,63,20172,9680
100327,135,20172,5147
100328,502,20172,79
100329,824,20172,1237
100330,432,20172,9948
100331,203,20172,18993
100332,696,20172,12009
100333,610,20172,5623
100334,181,20172,17123
100335,421,20172,4126
100336,717,20172,9104
100337,553,20172,19491
100338,825,20172,7948
100339,716,20172,2439
100340,195,20172,16671
100341,826,20172,2156
100342,372,20172,16466
100343,1,20172,2552
100344,501,20172,5289
100345,612,20172,544
100346,202,20172,825
100347,283,20172,10239
100348,699,20172,10023
100349,289,20172,9358
100350,40,20172,15026
100351,57,20172,17194
100352,487,20172,14822
100353,531,20172,9603
100354,488,20172,7629
100355,30,20172,8271
100356,228,20172,8268
100357,920,20172,5015
100358,715,20172,7524
100359,20,20172,19385
100360,136,20172,1864
100361,700,20172,15723
100362,933,20172,8232
100363,163,20172,2454
100364,89,20172,11398
100365,530,20172,7560
100366,747,20172,18039
100367,28,20172,2423
100368,919,20172,8076
100369,884,20172,15799
100370,851,20172,9362
100371,14,20172,13337
100372,486,20172,14330
100373,642,20172,14035
100374,550,20172,9992
100375,263,20172,8828
100376,2,20172,10964
100377,415,20172,16437
100378,738,20172,3477
100379,698,20172,14941
100380,49,20172,11040
100381,793,20172,377
100382,946,20172,1291
100383,781,20172,17957
100384,111,20172,9942
100385,120,20172,10905
100386,549,20172,5510
100387,271,20172,2268
100388,777,20172,10841
100389,859,20172,8812
100390,529,20172,6223
100391,634,20172,17255
100392,861,20172,14060
100393,927,20172,5643
100394,31,20172,15710
100395,632,20172,1366
100396,186,20172,2921
100397,357,20172,19065
100398,48,20172,4209
100399,442,20172,3421
100400,645,20172,19
100401,112,20172,19083
100402,850,20172,12437
100403,134,20172,1211
100404,944,20172,12014
100405,224,20172,19388
100406,608,20172,15121
100407,377,20172,14839
100408,557,20172,1220
100409,205,20172,9293
100410,527,20172,11974
100411,691,20172,9827
100412,260,20172,11463
100413,170,20172,14430
100414,976,20172,10694
100415,71,20172,6171
100416,751,20172,17449
100417,888,20172,7600
100418,558,20172,12678
100419,180,20172,14451
100420,378,20172,4595
100421,194,20172,17186
100422,334,20172,10377
100423,343,20172,13067
100424,422,20172,4471
100425,998,20172,16764
100426,356,20172,12426
100427,863,20172,11725
100428,559,20172,18079
100429,916,20172,10007
100430,898,20172,8705
100431,292,20172,16756
100432,690,20172,10680
100433,775,20172,9351
100434,479,20172,1193
100435,282,20172,15861
100436,234,20172,9110
100437,821,20172,16401
100438,795,20172,13455
100439,58,20172,19513
100440,480,20172,8495
100441,126,20172,6133
100442,504,20172,10078
100443,893,20172,19483
100444,413,20172,4532
100445,862,20172,19486
100446,950,20172,18097
100447,644,20172,18177
100448,962,20172,15935
100449,555,20172,3618
100450,261,20172,13526
100451,960,20172,11985
100452,693,20172,1081
100453,37,20172,3639
100454,440,20172,13922
100455,788,20172,8698
100456,609,20172,7213
100457,483,20172,15395
100458,528,20172,16631
100459,375,20172,14427
100460,335,20172,10740
100461,554,20172,12914
100462,794,20172,2660
100463,204,20172,10493
100464,694,20172,6353
100465,823,20172,6092
100466,776,20172,6540
100467,308,20172,16402
100468,272,20172,13874
100469,633,20172,18093
100470,973,20172,17775
100471,737,20172,16433
100472,718,20172,7590
100473,441,20172,9374
100474,822,20172,2963
100475,883,20172,16008
100476,431,20172,8675
100477,376,20172,13622
100478,837,20172,5893
100479,917,20172,13471
100480,692,20172,14150
100481,760,20172,3141
100482,481,20172,16569
100483,556,20172,14478
100484,503,20172,6521
100485,151,20172,10093
100486,83,20172,9391
100487,239,20172,12144
100488,229,20172,4373
100489,342,20172,2281
100490,55,20172,13383
100491,291,20172,4960
100492,358,20172,792
100493,750,20172,7909
100494,482,20172,19730
100495,695,20172,666
100496,149,20172,7561
100497,125,20172,13417
100498,548,20172,10470
100499,10,20172,16686
100500,779,20172,7133
100501,85,20172,11338
100502,923,20172,11277
100503,886,20172,17400
100504,949,20172,1327
100505,618,20172,15607
100506,29,20172,5713
100507,895,20172,8218
100508,986,20172,10883
100509,993,20172,12488
100510,831,20172,4480
100511,707,20172,6829
100512,616,20172,10495
100513,855,20172,7065
100514,498,20172,8995
100515,540,20172,19578
100516,235,20172,16777
100517,637,20172,3091
100518,970,20172,17041
100519,742,20172,14528
100520,740,20172,9810
100521,925,20172,712
100522,164,20172,5370
100523,435,20172,114
100524,534,20172,5539
100525,493,20172,10685
100526,834,20172,8342
100527,615,20172,11559
100528,830,20172,5342
100529,638,20172,18752
100530,943,20172,7734
100531,366,20172,8997
100532,887,20172,12599
100533,51,20172,9598
100534,635,20172,6292
100535,494,20172,8135
100536,227,20172,7601
100537,713,20172,12112
100538,196,20172,18993
100539,954,20172,10661
100540,743,20172,9085
100541,940,20172,10459
100542,137,20172,6890
100543,541,20172,6961
100544,365,20172,16726
100545,339,20172,13131
